id,tipo_de_servicio,sede,objeto_de_la_atencion,full_address,calle,numero_exterior,numero_interior,colonia,codigo_postal,alcaldia,referencias_de_ubicacion,horario_de_atencion_horas,dias_de_atencion,correo_electronico,telefono_1,extension_1,telefono_2,extension_2,latitude,longitude,numero_consecutivo,coordenadas
85,Coordinación Territorial,IZP-3,Las Coordinaciones territoriales buscan facilitar la toma de desiciones y la planeación. Están integradas por un representante de la Jefatura de Gobierno; un representante de la Alcaldía; un representante de la Secretaría de Seguridad Ciudadana de la CDMX en la circunscripción; un representante de la FGJ (responsable de la Agencia del MP y de la Policía de Investigación en la circunscripción); un representante de Participación Ciudadana de SIBISO; por un representante de la Consejería Jurídica y Servicios Legales a través del Juez Cívico correspondiente; y por la Secretaría de Salud a través del Médico Legista adscrito a la circunscripción territorial.,Eje 5 SUR y Canal de Churubusco S/N S/N Central de Abastos Iztapalapa 09040 CDMX,Eje 5 SUR y Canal de Churubusco,S/N,S/N,Central de Abastos,9040,Iztapalapa,Interior de la Central de Abastos,24 hrs.,Lunes-Domingo,S/C,5645 5654,5654,5645 5655,5654,19.3739788,-99.0905297,36,"19.3739788,-99.0905297"
86,Coordinación Territorial,IZP-6,Las Coordinaciones territoriales buscan facilitar la toma de desiciones y la planeación. Están integradas por un representante de la Jefatura de Gobierno; un representante de la Alcaldía; un representante de la Secretaría de Seguridad Ciudadana de la CDMX en la circunscripción; un representante de la FGJ (responsable de la Agencia del MP y de la Policía de Investigación en la circunscripción); un representante de Participación Ciudadana de SIBISO; por un representante de la Consejería Jurídica y Servicios Legales a través del Juez Cívico correspondiente; y por la Secretaría de Salud a través del Médico Legista adscrito a la circunscripción territorial.,Avenida Telecomunicaciones y Calle 3 S/N S/N Tepalcates Iztapalapa 09010 CDMX,Avenida Telecomunicaciones y Calle 3,S/N,S/N,Tepalcates,9010,Iztapalapa,"A un costado del Deposito de Vehiculos ""E""",24 hrs.,Lunes-Domingo,S/C,5645 5633,5633,5645 5639,5633,19.3820472,-99.0506644,38,"19.3820472,-99.0506644"
87,Coordinación Territorial,MH-2,Las Coordinaciones territoriales buscan facilitar la toma de desiciones y la planeación. Están integradas por un representante de la Jefatura de Gobierno; un representante de la Alcaldía; un representante de la Secretaría de Seguridad Ciudadana de la CDMX en la circunscripción; un representante de la FGJ (responsable de la Agencia del MP y de la Policía de Investigación en la circunscripción); un representante de Participación Ciudadana de SIBISO; por un representante de la Consejería Jurídica y Servicios Legales a través del Juez Cívico correspondiente; y por la Secretaría de Salud a través del Médico Legista adscrito a la circunscripción territorial.,Lago  Erne  S/N S/N Pensil Norte  Miguel Hidalgo 11430 CDMX,Lago  Erne,S/N,S/N,Pensil Norte,11430,Miguel Hidalgo,Esquina Lago Pensil,24 hrs.,Lunes-Domingo,S/C,5346 8259,S/N,S/N,,19.4480677,-99.195098,45,"19.4480677,-99.195098"
88,Coordinación Territorial,MH-4,Las Coordinaciones territoriales buscan facilitar la toma de desiciones y la planeación. Están integradas por un representante de la Jefatura de Gobierno; un representante de la Alcaldía; un representante de la Secretaría de Seguridad Ciudadana de la CDMX en la circunscripción; un representante de la FGJ (responsable de la Agencia del MP y de la Policía de Investigación en la circunscripción); un representante de Participación Ciudadana de SIBISO; por un representante de la Consejería Jurídica y Servicios Legales a través del Juez Cívico correspondiente; y por la Secretaría de Salud a través del Médico Legista adscrito a la circunscripción territorial.,Privada General  Sostenes Rocha  S/N S/N Daniel Garza Miguel Hidalgo 11830 CDMX,Privada General  Sostenes Rocha,S/N,S/N,Daniel Garza,11830,Miguel Hidalgo,Cda. Las Huertas,24 hrs.,Lunes-Domingo,S/C,5346 8284,S/N,S/N,,19.407086,-99.1921,47,"19.407086,-99.1921"
89,Coordinación Territorial,MH-5,Las Coordinaciones territoriales buscan facilitar la toma de desiciones y la planeación. Están integradas por un representante de la Jefatura de Gobierno; un representante de la Alcaldía; un representante de la Secretaría de Seguridad Ciudadana de la CDMX en la circunscripción; un representante de la FGJ (responsable de la Agencia del MP y de la Policía de Investigación en la circunscripción); un representante de Participación Ciudadana de SIBISO; por un representante de la Consejería Jurídica y Servicios Legales a través del Juez Cívico correspondiente; y por la Secretaría de Salud a través del Médico Legista adscrito a la circunscripción territorial.,Privada General  Sostenes Rocha  S/N S/N Daniel Garza Miguel Hidalgo 11830 CDMX,Privada General  Sostenes Rocha,S/N,S/N,Daniel Garza,11830,Miguel Hidalgo,Cda. Las Huertas,24 hrs.,Lunes-Domingo,S/C,5346 8282,S/N,S/N,,19.407086,-99.1921,48,"19.407086,-99.1921"
90,Coordinación Territorial,TLH-1,Las Coordinaciones territoriales buscan facilitar la toma de desiciones y la planeación. Están integradas por un representante de la Jefatura de Gobierno; un representante de la Alcaldía; un representante de la Secretaría de Seguridad Ciudadana de la CDMX en la circunscripción; un representante de la FGJ (responsable de la Agencia del MP y de la Policía de Investigación en la circunscripción); un representante de Participación Ciudadana de SIBISO; por un representante de la Consejería Jurídica y Servicios Legales a través del Juez Cívico correspondiente; y por la Secretaría de Salud a través del Médico Legista adscrito a la circunscripción territorial.,Leandro Valle  entre Piraña y Langosta  S/N S/N Barrio la Asunción  Tláhuac 13270 CDMX,Leandro Valle  entre Piraña y Langosta,S/N,S/N,Barrio la Asuncion,13270,Tláhuac,A un costado de la Universidad Marista,24 hrs.,Lunes-Domingo,S/C,5345 5700,S/N,5345 5857,,19.2804953,-99.0601517,51,"19.2804953,-99.0601517"
91,Coordinación Territorial,TLH-2,Las Coordinaciones territoriales buscan facilitar la toma de desiciones y la planeación. Están integradas por un representante de la Jefatura de Gobierno; un representante de la Alcaldía; un representante de la Secretaría de Seguridad Ciudadana de la CDMX en la circunscripción; un representante de la FGJ (responsable de la Agencia del MP y de la Policía de Investigación en la circunscripción); un representante de Participación Ciudadana de SIBISO; por un representante de la Consejería Jurídica y Servicios Legales a través del Juez Cívico correspondiente; y por la Secretaría de Salud a través del Médico Legista adscrito a la circunscripción territorial.,Nicolas Bravo Esq. Cuitlahuac  S/N S/N Barrio la Asunción  Tláhuac 13000 CDMX,Nicolas Bravo Esq. Cuitlahuac,S/N,S/N,Barrio la Asuncion,13000,Tláhuac,A un costado de la Alcaldía,24 hrs.,Lunes-Domingo,S/C,5345 5700,S/N,5345 5857,,19.2722773,-99.0034964,52,"19.2722773,-99.0034964"
92,Coordinación Territorial,TLP-1,Las Coordinaciones territoriales buscan facilitar la toma de desiciones y la planeación. Están integradas por un representante de la Jefatura de Gobierno; un representante de la Alcaldía; un representante de la Secretaría de Seguridad Ciudadana de la CDMX en la circunscripción; un representante de la FGJ (responsable de la Agencia del MP y de la Policía de Investigación en la circunscripción); un representante de Participación Ciudadana de SIBISO; por un representante de la Consejería Jurídica y Servicios Legales a través del Juez Cívico correspondiente; y por la Secretaría de Salud a través del Médico Legista adscrito a la circunscripción territorial.,Carretera Panorámica al Ajusco KM 4.5 S/N Ampliación Miguel Tlalpan 14250 CDMX,Carretera Panorámica al Ajusco,KM 4.5,S/N,Ampliación Miguel,14250,Tlalpan,A una cuadra Hosp. Ajusco Medio,24 hrs.,Lunes-Domingo,S/C,5200 9320,S/N,5200 9338,,19.2710641,-99.2046333,53,"19.2710641,-99.2046333"
93,Coordinación Territorial,VC-1,Las Coordinaciones territoriales buscan facilitar la toma de desiciones y la planeación. Están integradas por un representante de la Jefatura de Gobierno; un representante de la Alcaldía; un representante de la Secretaría de Seguridad Ciudadana de la CDMX en la circunscripción; un representante de la FGJ (responsable de la Agencia del MP y de la Policía de Investigación en la circunscripción); un representante de Participación Ciudadana de SIBISO; por un representante de la Consejería Jurídica y Servicios Legales a través del Juez Cívico correspondiente; y por la Secretaría de Salud a través del Médico Legista adscrito a la circunscripción territorial.,San Ciprian casi esquina con General Anaya S/N S/N Merced Zona Centro Venustiano Carranza 15100 CDMX,San Ciprian casi esquina con General Anaya,S/N,S/N,Merced Zona Centro,15100,Venustiano Carranza,Metro Candelaria (Línea 1),24 hrs.,Lunes-Domingo,S/C,5345 6690,S/N,S/N,,19.4250548,-99.1232674,58,"19.4250548,-99.1232674"
94,Coordinación Territorial,VC-2,Las Coordinaciones territoriales buscan facilitar la toma de desiciones y la planeación. Están integradas por un representante de la Jefatura de Gobierno; un representante de la Alcaldía; un representante de la Secretaría de Seguridad Ciudadana de la CDMX en la circunscripción; un representante de la FGJ (responsable de la Agencia del MP y de la Policía de Investigación en la circunscripción); un representante de Participación Ciudadana de SIBISO; por un representante de la Consejería Jurídica y Servicios Legales a través del Juez Cívico correspondiente; y por la Secretaría de Salud a través del Médico Legista adscrito a la circunscripción territorial.,Boulevard Puerto Aéreo esquina con Norte 13 S/N S/N Moctezuma 2a Sección Venustiano Carranza 15530 CDMX,Boulevard Puerto Aéreo esquina con Norte 13,S/N,S/N,Moctezuma 2a Sección,15530,Venustiano Carranza,Metro Boulevard Aeropuerto (Línea 1),24 hrs.,Lunes-Domingo,S/C,5345 5840,S/N,S/N,,19.424754,-99.093903,59,"19.424754,-99.093903"
95,Coordinación Territorial,XO-1,Las Coordinaciones territoriales buscan facilitar la toma de desiciones y la planeación. Están integradas por un representante de la Jefatura de Gobierno; un representante de la Alcaldía; un representante de la Secretaría de Seguridad Ciudadana de la CDMX en la circunscripción; un representante de la FGJ (responsable de la Agencia del MP y de la Policía de Investigación en la circunscripción); un representante de Participación Ciudadana de SIBISO; por un representante de la Consejería Jurídica y Servicios Legales a través del Juez Cívico correspondiente; y por la Secretaría de Salud a través del Médico Legista adscrito a la circunscripción territorial.,Calle Circuito Martínez de Castro S/N S/N San Mateo Xalpa Xochimilco 16800 CDMX,Calle Circuito Martínez de Castro,S/N,S/N,San Mateo Xalpa,16800,Xochimilco,Edificio de Juzgados Reclusorio Sur,24 hrs.,Lunes-Domingo,S/C,5200 9468,S/N,S/N,,19.2346199,-99.127525,63,"19.2346199,-99.127525"
96,Fiscalía Desconcentrada,Fiscalia,,Gabriel Hernández 56 S/N Doctores Cuauhtémoc 06720 CDMX,Gabriel Hernández,56,S/N,Doctores,6720,Cuauhtémoc,,09:00-17:00,Lunes-Viernes,S/C,5345 5138,S/N,S/N,,19.4243727,-99.1473881,65,"19.4243727,-99.1473881"
97,Fiscalía Desconcentrada,Agencia del Ministerio Público Especializada en Atención a Turistas Nacionales Y Extranjeros,"La agencia proporciona atención a los turistas
y se integra por servidores públicos bilingües, además que mantiene contacto permanente con
las embajadas de diversos países en México; las secretarías de turismo local y federal, así como con
el Instituto Nacional de Migración.",Amberes  54 S/N Juárez Cuauhtémoc 06600 CDMX,Amberes,54,S/N,Juárez,6600,Cuauhtémoc,,24 hrs.,Lunes-Domingo,S/C,5345 5384,S/N,S/N,,19.4252412,-99.1649364,67,"19.4252412,-99.1649364"
98,Fiscalía Desconcentrada,Agencia del Ministerio Público Especializada en Atención a Usuarios del Aeropuerto Internacional de la Ciudad de México,"Atiende a las personas
agraviadas por la comisión de algún delito en
el interior de las terminales aeroportuarias de la
Ciudad de México.",Avenida Capitán Carlos León S/N S/N Peñón de los Baños Venustiano Carranza 15520 CDMX,Avenida Capitán Carlos León,S/N,S/N,Peñón de los Baños,15520,Venustiano Carranza,,24 hrs.,Lunes-Domingo,S/C,5345 5843,S/N,S/N,,19.4360762,-99.0719083,68,"19.4360762,-99.0719083"
99,Fiscalía Desconcentrada,Agencia del Ministerio Público Especializada en Atención a Personas Indígenas,Garantiza el acceso a la procuración de justicia de personas integrantes de alguna comunidad indígena.,República de Brasil 74 S/N Centro Cuauhtémoc 06100 CDMX,República de Brasil,74,S/N,Centro,6100,Cuauhtémoc,,24 hrs.,Lunes-Domingo,S/C,5346 6577,S/N,S/N,,19.4413288,-99.1330994,69,"19.4413288,-99.1330994"
100,Fiscalía Desconcentrada,Agencia del Ministerio Público Especializada en Atención a Personas Integrantes de la Comunidad LGBTTTI (Zarco y Violeta),"Atiende las denuncias presentadas por integrantes de la comunidad Lésbico, Gay, Bisexual Travesti, Transgénero, Transexual e Intersexual (LGBTTTI) y garantizar de este modo
su oportuno acceso a la justicia.",Calle Zarco S/N S/N Guerrero Cuauhtémoc 06300 CDMX,Calle Zarco,S/N,S/N,Guerrero,6300,Cuauhtémoc,,24 hrs.,Lunes-Domingo,S/C,5346 8543,S/N,S/N,,19.4446243,-99.1452173,75,"19.4446243,-99.1452173"
101,Atención a Víctimas,Centro de Investigación Victimológica y de Apoyo Operativo (CIVA),Investigación victimológica y de apoyo operativo,Doctor Andrade 103 S/N Doctores  Cuauhtémoc 06720 CDMX,Doctor Andrade,103,S/N,Doctores,6720,Cuauhtémoc,"Entre Doctor Velasco y Doctor Claudio Bernard
Cerca del metro Niños Héroes y Doctores",09:00-19:00,Lunes-Viernes,centrociva@gmail.com,5345 5098,S/N,5345 5097,S/N,19.4192863,-99.1460044,88,"19.4192863,-99.1460044"
102,Atención a Víctimas,Centro de Apoyo a la Violencia Intrafamiliar (CAVI),Atención a víctimas de violencia familiar: Mujeres víctimas de violencia de pareja; niñas y niños hasta 12 años de edad víctimas de violencia familiar.,General Gabriel Hernández 56 S/N Doctores Cuauhtémoc 06720 CDMX,General Gabriel Hernández,56,S/N,Doctores,6720,Cuauhtémoc,"Planta Baja 
Entre Dr. Lavista y Río de la Loza
Metro balderas",09:00-19:00,Lunes-Domingo,centrocavi@gmail.com,5345 5229,S/N,5345 5248,S/N,19.4243727,-99.1473881,89,"19.4243727,-99.1473881"
103,Atención a Víctimas,Centro de Atención a Riesgos Victimales y Adicciones (CARIVA),Atención a riesgos victímales y adicciones,Av. José María Izazaga  89 S/N Centro Cuauhtémoc 06080 CDMX,Av. José María Izazaga,89,S/N,Centro,6080,Cuauhtémoc,"5° piso
Entre las calles Isabel la Catolica y 5 de febrero 
Enfrente de la Universidad  Claustro de Sor Juana",09:00 - 19:00,Lunes-Viernes,centrocariva@gmail.com,5200 9177,9177,5200 9172,9172,19.4257952,-99.1365354,91,"19.4257952,-99.1365354"
104,Fiscalía Central de Investigación,"Fiscalía Central de Investigación para la Atención de Niños, Niñas y Adolescentes (Agencia A)","Proteger la integridad de los niños, niñas y adolescentes y evitar su vulnerabilidad física y psicológica, mediante la atención de delitos que atenten contra sus derechos como omisión de auxilio o de cuidado, peligro de contagio, tráfico de menores, lenocinio, explotación laboral de menores, delitos que atenten contra el cumplimiento de la obligación alimenticia, violencia familiar y discriminación. Además de buscar la de reparación del daño mediante apoyo psicológico.",General Gabriel Hernández  56 S/N Doctores Cuauhtémoc 06720 CDMX,General Gabriel Hernández,56,S/N,Doctores,6720,Cuauhtémoc,"2° piso
Búnker de la Fiscalía General de Justicia de la Ciudad México",09:00-17:00,Lunes-Viernes,ricardo_leonardo@fgjcdmx.gob.mx,5346 8866,8866,S/N,,19.4243727,-99.1473881,93,"19.4243727,-99.1473881"
105,Fiscalía Central de Investigación,"Fiscalía Central de Investigación para la Atención de Niños, Niñas y Adolescentes (Agencia D)","Proteger la integridad de los niños, niñas y adolescentes y evitar su vulnerabilidad física y psicológica, mediante la atención de delitos que atenten contra sus derechos como omisión de auxilio o de cuidado, peligro de contagio, tráfico de menores, lenocinio, explotación laboral de menores, delitos que atenten contra el cumplimiento de la obligación alimenticia, violencia familiar y discriminación. Además de buscar la de reparación del daño mediante apoyo psicológico.",General Gabriel Hernández  56 S/N Doctores Cuauhtémoc 06720 CDMX,General Gabriel Hernández,56,S/N,Doctores,6720,Cuauhtémoc,"2° piso
Búnker de la Fiscalía General de Justicia de la Ciudad México",09:00-17:00,Lunes-Viernes,patricia_moran@fgjcdmx.gob.mx,5346 8676,8676,S/N,,19.4243727,-99.1473881,95,"19.4243727,-99.1473881"
